index	text
864	The {BuildingName} is not available.
865	Monorail Track
866	Amphitheatre
867	Cannot be deactivated.
868	The Amphitheatre provides dinosaur visibility for park guests. <br><br>Dinosaurs only appeal to guests if they have been recently visible.
869	Amphitheaters
870	Arrival Point
871	Arrival Point
872	Arrival Point
873	Cannot be deactivated.
874	This building is purely decorative and has no functionality beyond customizing your park.
875	Cannot be deactivated.
876	The main entrance to the park. Guests travel from this point to dinosaur exhibits and attractions.
877	Only one Arrival Point may be constructed here.
878	Arrival Points
879	Arrival Point
880	Cannot be deactivated.
881	This building is purely decorative and has no functionality beyond customizing your park.
882	Cannot be deactivated.
883	Arrival Point
884	Arrival Point
885	Cannot be deactivated.
886	This building is purely decorative and has no functionality beyond customizing your park.
887	Cannot be deactivated.
888	The main entrance to the facility. Guests travel from this point to Research Viewing Galleries.
889	The main entrance to the facility. Operatives travel from this point to Research Viewing Galleries.
890	Only one Arrival Point may be constructed here.
891	Arrival Points
892	The main entrance to the park. Guests travel from this point to dinosaur exhibits and attractions.
893	The main entrance to the facility. Operatives travel from this point to Viewing Platforms.
894	Only one Arrival Point may be constructed here.
895	Arrival Point
896	Cannot be deactivated.
897	The main entrance to the facility. Jurassic World employees travel from this point to Viewing Platforms.
898	The main entrance to the facility. Operatives travel from this point to Research Viewing Galleries.
899	Only one Arrival Point may be constructed here.
900	Arrival Points
901	Monorail Arrival Point
902	Cannot be deactivated.
903	The main entrance to the park. Guests travel from this point to dinosaur exhibits and attractions.
904	Only one Monorail Arrival Point may be constructed here.
905	Arrival Points
906	Arrival Points
907	Control Center
908	Control Center
909	Control Centre
910	Cannot be deactivated.
911	This building is purely decorative and has no functionality beyond customizing your park.
912	Cannot be deactivated.
913	Headquarters that enable operations and scientist management.
914	Only one Control Center may be constructed.
915	Control Centers
916	Control Centre
917	Cannot be deactivated.
918	This building is purely decorative and has no functionality beyond customizing your park.
919	Cannot be deactivated.
920	Control Center
921	Control Centre
922	Cannot be deactivated.
923	This building is purely decorative and has no functionality beyond customizing your park.
924	Cannot be deactivated.
925	Headquarters that enable operations and scientist management.
926	Only one Control Center may be constructed.
927	Control Centers
928	Headquarters that enable operations and scientist management.
929	Only one Control Center may be constructed.
930	Control Centers
931	Visitor Center
932	Visitor Centre
933	Cannot be deactivated.
934	This building is purely decorative and has no functionality beyond customizing your park.
935	Cannot be deactivated.
936	The nerve center of Jurassic Park where all major operations are managed. It also serves as the hub for all guests visiting the park.
937	Only one Visitor Center may be constructed.
938	Visitor Centers
939	Hatchery
940	Hatchery
941	Deactivating will prevent new synthesis and incubation tasks from being assigned. No power is drawn until it is reactivated.
942	Allows the genetic synthesis, modification, incubation, and release of dinosaurs. <br><br>Can be attached directly to enclosure fences for fast release.
943	Hatcheries
944	Deactivating will prevent new synthesis and incubation tasks from being assigned. No power is drawn until it is reactivated.
945	Hatchery
946	Deactivating will prevent new synthesis and incubation tasks from being assigned. No power is drawn until it is reactivated.
947	Allows the genetic synthesis, modification, incubation, and release of dinosaurs. <br><br>Can be attached directly to enclosure fences for fast release.
948	Hatcheries
949	Allows the genetic synthesis, modification, incubation, and release of dinosaurs. <br><br>Can be attached directly to enclosure fences for fast release.
950	Hatcheries
951	Staff Center
952	Staff Center
953	Staff Centre
954	Cannot be deactivated.
955	This building is purely decorative and has no functionality beyond customizing your park.
956	Deactivating will reduce scientist capacity, and prevent scientist training and resting at this location. No power is drawn until it is reactivated.
957	Increases scientist hiring capacity and offers Rest to counter Unrest.<br><br>On-site training can be used to increase scientist skills.
958	Only one Staff Building may be constructed.
959	Staff Centers
960	Staff Centre
961	Cannot be deactivated.
962	This building is purely decorative and has no functionality beyond customizing your park.
963	Deactivating will reduce scientist capacity, and prevent scientist training and resting at this location. No power is drawn until it is reactivated.
964	Staff Centre
965	Staff Centre
966	Cannot be deactivated.
967	This building is purely decorative and has no functionality beyond customizing your park.
968	Deactivating will reduce scientist capacity, and prevent scientist training and resting at this location. No power is drawn until it is reactivated.
969	Increases scientist hiring capacity and offers Rest to counter Unrest.<br><br>On-site training can be used to increase scientist skills.
970	Only one Staff Building may be constructed.
971	Staff Centers
972	Increases scientist hiring capacity and offers Rest to counter Unrest.<br><br>On-site training can be used to increase scientist skills.
973	Only one Staff Building may be constructed.
974	Staff Centers
975	Expedition Center
976	Expedition Center
977	Expedition Centre
978	Cannot be deactivated.
979	This building is purely decorative and has no functionality beyond customizing your park.
980	Deactivating will prevent new expeditions from being assigned. No power is drawn until it is reactivated.
981	Obtain dinosaur fossils and amber by dispatching dig teams to sites around the world. <br><br>Finds and enables Live Capture expeditions.
982	Only one Expedition Center may be constructed.
983	Expedition Center
984	The Expedition Center is not available.
985	Expedition Centre
986	Cannot be deactivated.
987	This building is purely decorative and has no functionality beyond customizing your park.
988	Deactivating will prevent new expeditions from being assigned. No power is drawn until it is reactivated.
989	Expedition Center
990	Expedition Centre
991	Cannot be deactivated.
992	This building is purely decorative and has no functionality beyond customizing your park.
993	Deactivating will prevent new expeditions from being assigned. No power is drawn until it is reactivated.
994	Obtain dinosaur fossils and amber by dispatching dig teams to sites around the world. <br><br>Finds and enables Live Capture expeditions.
995	Only one Expedition Center may be constructed.
996	Expedition Center
997	The Expedition Center is not available.
998	Obtain dinosaur fossils and amber by dispatching dig teams to sites around the world. <br><br>Finds and enables Live Capture expeditions.
999	Only one Expedition Center may be constructed.
1000	Expedition Center
1001	The Expedition Center is not available.
1002	Paleo-Medical Facility
1003	Paleo-Medical Facility
1004	Deactivating will prevent vehicles and staff from completing task assignments, but manual control is still possible. No power is drawn until it is reactivated.
1005	Mobile Vet Units diagnose and treat dinosaur health concerns. <br><br>Animals suffering from major ailments must be tranquillized and transported to this building for special treatment.
1006	Paleo-Medical Facilities
1007	Deactivating will prevent vehicles and staff from completing task assignments, but manual control is still possible. No power is drawn until it is reactivated.
1008	Paleo-Medical Facility
1009	Deactivating will prevent vehicles and staff from completing task assignments, but manual control is still possible. No power is drawn until it is reactivated.
1010	Mobile Vet Units diagnose and treat dinosaur health concerns. <br><br>Animals suffering from major ailments must be tranquillized and transported to this building for special treatment.
1011	Paleo-Medical Facilities
1012	Mobile Vet Units diagnose and treat dinosaur health concerns. <br><br>Animals suffering from major ailments must be tranquillized and transported to this building for special treatment.
1013	Paleo-Medical Facilities
1014	Response Facility
1015	Response Facility
1016	Deactivating will prevent vehicles from completing task assignments, but manual control is still possible. No power is drawn until it is reactivated.
1017	Ranger Teams monitor dinosaur welfare, and make park repairs. <br><br>The Capture Team tranquillizes dinosaurs ready for relocation.
1018	Response Facilities
1019	Deactivating will prevent vehicles from completing task assignments, but manual control is still possible. No power is drawn until it is reactivated.
1020	Response Facility
1021	Deactivating will prevent vehicles from completing task assignments, but manual control is still possible. No power is drawn until it is reactivated.
1022	Ranger Teams monitor dinosaur welfare, and make park repairs. <br><br>The Capture Team tranquillizes dinosaurs ready for relocation.
1023	Response Facilities
1024	Ranger Teams monitor dinosaur welfare, and make park repairs. <br><br>The Capture Team tranquillizes dinosaurs ready for relocation.
1025	Response Facilities
1026	Ranger Post
1027	Does not draw power, so cannot be deactivated.
1028	When assigned to a Ranger Post, a Ranger Team will monitor the welfare of all dinosaurs within the post's radius.<br><br>In addition they will refill nearby feeders as needed.
1029	Ranger Posts
1030	Science Center
1031	Science Center
1032	Science Centre
1033	Cannot be deactivated.
1034	This building is purely decorative and has no functionality beyond customizing your park.
1035	Deactivating will prevent new research and fossil extraction. No power is drawn until it is reactivated.
1036	Enables research and fossil extraction.<br><br>Store fossils and extract their DNA to build new dinosaur genomes. Research new technologies, dinosaur modifications, and facility improvements.
1037	Only one Science Center may be constructed.
1038	Science Centers
1039	The Science Center is not available.
1040	Science Centre
1041	Cannot be deactivated.
1042	This building is purely decorative and has no functionality beyond customizing your park.
1043	Deactivating will prevent new research and fossil extraction. No power is drawn until it is reactivated.
1044	Science Center
1045	Science Centre
1046	Cannot be deactivated.
1047	This building is purely decorative and has no functionality beyond customizing your park.
1048	Deactivating will prevent new research and fossil extraction. No power is drawn until it is reactivated.
1049	Enables research and fossil extraction.<br><br>Store fossils and extract their DNA to build new dinosaur genomes. Research new technologies, dinosaur modifications, and facility improvements.
1050	Only one Science Center may be constructed.
1051	Science Centers
1052	The Science Center is not available.
1053	Enables research and fossil extraction.<br><br>Store fossils and extract their DNA to build new dinosaur genomes. Research new technologies, dinosaur modifications, and facility improvements.
1054	Only one Science Center may be constructed.
1055	Science Centers
1056	The Science Center is not available.
1057	Main Thoroughfare
1058	Luxury Main Thoroughfare
1059	Wide Path
1060	Luxury Wide Path
1061	Standard Path
1062	Luxury Standard Path
1063	Facility Path
1064	Jurassic Park Gate
1065	Cannot be deactivated.
1066	Allows Park Tour vehicles to move between enclosures.
1067	Operation Modules
1068	Backup Generator
1069	A deactivated Backup Generator will not generate power or consume fuel.
1070	Generates 30 units of reserve power and distributes it to nearby structures if there is no other power source. <br><br>Needs periodic refueling at a cost.
1071	Backup Generators
1072	Large Power Station
1073	Large Power Station
1074	A deactivated Power Station will not generate power or incur running costs.
